pandal_id,idol_height,idol_width,estimated_weight,idol_type
767,20.1,9.0,1647,Eco-Friendly
768,31.6,14.4,4066,Eco-Friendly
769,4.9,2.1,113,Clay
770,16.7,7.5,1344,POP
771,26.9,12.3,2947,Eco-Friendly
772,7.3,3.6,219,Eco-Friendly
773,7.3,3.3,256,POP
774,8.2,4.0,323,POP
775,4.8,2.0,109,POP
776,22.4,9.9,2045,Eco-Friendly
777,12.7,5.8,662,Eco-Friendly
778,5.1,2.1,106,Eco-Friendly
779,18.4,8.5,1631,Synthetic
780,5.8,2.4,137,Eco-Friendly
781,21.0,9.2,2107,Synthetic
782,9.3,3.9,354,Eco-Friendly
783,7.0,3.2,236,Synthetic
784,39.6,17.8,7529,POP
785,38.3,17.5,7029,Synthetic
786,26.6,11.9,3397,POP
787,23.3,10.3,2607,POP
788,6.7,3.3,184,Eco-Friendly
789,20.8,9.3,1770,Eco-Friendly
790,22.3,10.1,2393,Synthetic
791,21.6,9.9,1898,Eco-Friendly
792,42.5,19.0,8662,POP
793,19.6,8.6,1851,Synthetic
794,6.4,3.0,165,Eco-Friendly
795,9.6,4.5,438,POP
796,19.2,8.8,1509,Eco-Friendly
797,30.2,13.3,3723,Eco-Friendly
798,28.3,13.0,3837,Clay
799,30.4,13.9,4432,POP
800,7.2,3.0,209,Eco-Friendly
801,37.5,16.8,6756,Synthetic
802,5.5,2.7,146,POP
803,17.8,7.8,1286,Eco-Friendly
804,10.9,5.0,575,Synthetic
805,6.6,3.0,178,Eco-Friendly
806,9.6,4.1,439,Clay
807,34.9,15.5,4976,Eco-Friendly
808,24.4,10.7,2429,Eco-Friendly
809,9.8,4.2,390,Eco-Friendly
810,33.1,14.7,4460,Eco-Friendly
811,16.6,7.7,1119,Eco-Friendly
812,32.8,14.9,4381,Eco-Friendly
813,6.9,3.4,195,Eco-Friendly
814,11.3,5.0,515,Eco-Friendly
815,4.2,2.0,70,Eco-Friendly
816,9.0,4.3,390,Clay
817,32.5,14.6,4312,Eco-Friendly
818,5.2,2.4,111,Eco-Friendly
819,13.8,6.3,914,POP
820,4.8,2.4,112,POP
821,31.0,14.1,3921,Eco-Friendly
822,8.0,3.4,306,Clay
823,14.6,6.4,1018,POP
824,11.5,5.4,632,POP
825,19.4,8.9,1810,POP
826,4.4,1.7,92,POP
827,4.3,1.8,89,POP
828,41.7,19.0,8350,Clay
829,19.2,8.3,1769,POP
830,15.1,7.0,931,Eco-Friendly
831,18.6,8.4,1416,Eco-Friendly
832,6.8,2.9,224,Synthetic
833,16.9,7.4,1378,Clay
834,4.9,2.0,115,POP
835,16.9,7.3,1376,POP
836,17.1,7.9,1194,Eco-Friendly
837,6.9,3.1,229,POP
838,28.1,12.5,3797,Synthetic
839,29.0,13.0,4043,Clay
840,13.8,6.3,775,Eco-Friendly
841,59.2,26.5,16847,POP
842,4.5,1.8,96,POP
843,7.3,3.4,256,POP
844,6.6,3.0,178,Eco-Friendly
845,26.2,12.1,2804,Eco-Friendly
846,28.8,13.1,3979,Clay
847,11.3,5.1,610,Clay
848,21.7,9.7,2250,POP
849,35.3,16.1,5993,Clay
850,20.2,9.0,1965,Clay
851,34.8,15.8,5806,POP
852,43.1,19.2,8910,Synthetic
853,8.9,3.8,384,POP
854,21.8,9.9,2286,Clay
855,12.8,5.6,792,POP
856,5.0,2.3,102,Eco-Friendly
857,8.0,3.4,306,Clay
858,19.7,8.6,1575,Eco-Friendly
859,13.4,6.2,867,POP
860,24.7,10.8,2917,POP
861,4.1,1.8,80,Clay
862,30.1,13.8,4353,Clay
863,24.9,11.3,2979,POP
864,18.1,8.3,1568,POP
865,8.0,3.5,260,Eco-Friendly
866,4.5,2.0,82,Eco-Friendly
867,6.7,3.0,180,Eco-Friendly
868,14.5,6.5,1004,Clay
869,6.6,2.8,175,Eco-Friendly
870,28.9,12.9,3411,Eco-Friendly
871,24.6,11.1,2899,Clay
872,18.8,8.6,1703,Synthetic
873,8.7,3.8,306,Eco-Friendly
874,7.9,3.5,255,Eco-Friendly
875,20.8,9.6,1769,Eco-Friendly
876,19.9,9.2,1899,Clay
877,23.2,10.5,2585,POP
878,13.6,6.1,891,Synthetic
879,8.2,3.6,321,Clay
880,4.5,2.3,82,Eco-Friendly
881,17.8,8.2,1517,POP
882,33.8,15.2,4656,Eco-Friendly
883,24.3,11.0,2414,Eco-Friendly
884,10.2,4.6,494,POP
885,4.5,2.3,84,Eco-Friendly
886,16.9,7.7,1370,Clay
887,8.1,3.6,270,Eco-Friendly
888,10.1,4.8,491,POP
889,31.8,14.3,4857,Synthetic
890,44.2,19.8,7982,Eco-Friendly
891,21.5,9.7,1890,Eco-Friendly
892,14.1,6.3,955,Synthetic
893,12.6,5.6,764,POP
894,10.9,5.0,484,Eco-Friendly
895,9.8,4.4,394,Eco-Friendly
896,6.7,2.7,215,POP
897,6.4,3.1,195,Clay
898,8.6,3.9,351,Synthetic
899,9.0,3.8,389,Clay
900,11.7,5.1,653,Clay
901,26.2,11.8,3295,POP
902,18.1,7.9,1567,POP
903,14.8,6.5,1050,POP
904,5.7,2.9,131,Eco-Friendly
905,36.8,16.6,5521,Eco-Friendly
906,13.7,6.0,765,Eco-Friendly
907,15.2,6.6,946,Eco-Friendly
908,18.8,8.3,1702,Clay
909,7.3,3.3,217,Eco-Friendly
910,9.5,4.5,435,Clay
911,31.2,14.3,4676,Clay
912,15.1,6.8,935,Eco-Friendly
913,6.4,3.0,197,Clay
914,5.5,2.5,122,Eco-Friendly
915,4.8,2.1,94,Eco-Friendly
916,7.8,3.7,248,Eco-Friendly
917,11.5,4.9,543,Eco-Friendly
918,14.1,6.4,960,Synthetic
919,25.7,11.4,3160,Clay
920,5.3,2.4,135,Clay
921,23.2,10.2,2577,Clay
922,4.2,2.0,86,POP
923,10.7,4.8,464,Eco-Friendly
924,25.8,11.5,3202,POP
925,8.2,3.6,272,Eco-Friendly
926,6.2,3.1,156,Eco-Friendly
927,41.5,18.8,7036,Eco-Friendly
928,5.9,2.9,141,Eco-Friendly
929,12.5,5.8,640,Eco-Friendly
930,7.3,3.1,218,Eco-Friendly
931,6.4,2.6,169,Eco-Friendly
932,5.7,2.6,154,POP
933,4.7,2.4,107,POP
934,6.2,2.7,184,Clay
935,21.3,9.8,2183,Synthetic
936,14.6,6.8,1029,Synthetic
937,5.4,2.5,141,Clay
938,7.8,3.4,244,Eco-Friendly
939,33.3,15.0,4524,Eco-Friendly
940,5.4,2.6,140,Clay
941,7.0,3.1,198,Eco-Friendly
942,54.6,24.4,12183,Eco-Friendly
943,12.9,5.6,674,Eco-Friendly
944,48.6,22.0,9623,Eco-Friendly
945,43.9,19.8,7847,Eco-Friendly
946,11.9,5.3,674,Clay
947,8.2,3.9,319,Clay
948,6.5,3.1,203,POP
949,4.7,2.0,90,Eco-Friendly
950,11.9,5.4,678,Clay
951,13.1,6.0,818,POP
952,5.6,2.7,127,Eco-Friendly
953,17.9,7.9,1312,Eco-Friendly
954,20.6,9.4,2046,POP
955,36.0,16.0,5298,Eco-Friendly
956,9.6,4.6,376,Eco-Friendly
957,7.4,3.3,265,POP
958,8.3,3.7,329,POP
959,7.9,3.6,300,Synthetic
960,10.3,4.4,432,Eco-Friendly
961,12.4,5.7,629,Eco-Friendly
962,59.4,26.9,14374,Eco-Friendly
963,6.1,3.0,178,POP
964,7.0,3.4,235,POP
965,4.1,2.0,80,Synthetic
966,12.2,5.5,714,Clay
967,14.0,6.5,799,Eco-Friendly
968,5.3,2.1,135,POP
969,26.8,11.9,3447,POP
970,31.7,14.0,4817,POP
971,64.4,29.2,16898,Eco-Friendly
972,14.9,6.8,906,Eco-Friendly
973,45.1,20.0,9748,POP
974,4.4,1.8,90,POP
975,4.8,2.3,108,Clay
976,7.2,3.5,246,Synthetic
977,12.7,5.8,657,Eco-Friendly
978,6.4,2.8,169,Eco-Friendly
979,21.8,9.9,1937,Eco-Friendly
980,23.6,10.4,2681,Synthetic
981,11.8,5.6,568,Eco-Friendly
982,16.7,7.3,1341,Clay
983,8.4,3.7,342,Clay
984,6.4,2.8,195,Clay
985,13.7,6.3,906,Clay
986,8.3,4.0,332,POP
987,13.9,6.1,790,Eco-Friendly
988,10.9,4.8,487,Eco-Friendly
989,13.2,5.7,709,Eco-Friendly
990,9.6,4.5,377,Eco-Friendly
991,10.6,4.9,541,POP
992,38.8,17.2,6131,Eco-Friendly
993,8.3,3.7,328,POP
994,21.8,9.8,2271,POP
995,4.1,1.9,68,Eco-Friendly
996,7.9,3.7,257,Eco-Friendly
997,14.0,6.1,941,POP
998,19.0,8.4,1739,POP
999,42.1,19.2,8491,Synthetic
1000,8.5,3.6,344,Clay
1001,7.5,3.6,270,Clay
1002,24.5,10.8,2455,Eco-Friendly
1003,21.7,10.0,2268,Synthetic
1004,10.3,4.3,507,POP
1005,31.9,14.5,4154,Eco-Friendly
1006,4.8,2.0,112,POP
1007,66.6,29.8,18121,Eco-Friendly
1008,24.5,11.2,2887,Clay
1009,16.7,7.4,1334,Clay
1010,12.5,5.4,752,Clay
1011,4.9,2.0,114,Synthetic
1012,14.8,6.8,1049,POP
1013,39.2,17.4,7382,POP
1014,10.7,5.0,464,Eco-Friendly
1015,59.0,26.5,16707,Clay
1016,12.4,5.8,624,Eco-Friendly
1017,60.1,27.3,17361,POP
1018,23.1,10.3,2185,Eco-Friendly
1019,6.6,3.0,211,Synthetic
1020,13.3,6.1,723,Eco-Friendly
1021,9.3,3.9,411,POP
1022,10.9,4.6,568,Clay
1023,18.6,8.1,1411,Eco-Friendly
1024,29.5,13.0,4168,Synthetic
1025,8.9,3.9,377,Synthetic
1026,33.7,15.3,4639,Eco-Friendly
1027,42.4,19.3,8640,POP
1028,49.8,22.3,11921,POP
1029,20.0,9.1,1923,Clay
1030,28.9,13.0,3396,Eco-Friendly
1031,37.3,16.6,6672,POP
1032,5.4,2.7,140,Clay
1033,18.4,8.2,1628,POP
1034,7.2,3.3,209,Eco-Friendly
1035,7.4,3.3,221,Eco-Friendly
1036,18.9,8.5,1710,Clay
1037,16.9,7.7,1365,Clay
1038,5.9,2.4,143,Eco-Friendly
1039,14.7,6.6,1037,Clay
1040,33.0,14.9,5238,POP
1041,9.4,3.9,362,Eco-Friendly
1042,18.3,8.2,1371,Eco-Friendly
1043,6.9,3.2,229,POP
1044,10.9,4.8,573,Synthetic
1045,7.6,3.2,234,Eco-Friendly
1046,10.3,4.4,507,Clay
1047,14.1,6.1,952,POP
1048,17.7,8.2,1510,POP
1049,4.6,1.9,99,Clay
1050,6.2,3.0,186,POP
1051,29.0,13.2,3425,Eco-Friendly
1052,8.4,3.9,285,Eco-Friendly
1053,13.0,6.0,805,POP
1054,8.8,4.1,318,Eco-Friendly
1055,15.2,6.7,1115,Clay
1056,6.9,3.3,194,Eco-Friendly
1057,5.7,2.7,158,Clay
1058,10.4,5.0,522,Synthetic
1059,35.9,16.3,6176,POP
1060,24.2,10.6,2812,Clay
1061,5.3,2.5,113,Eco-Friendly
1062,9.7,4.3,447,Clay
1063,26.7,11.9,3425,POP
1064,33.7,14.9,4619,Eco-Friendly
1065,10.7,4.9,547,Clay
1066,17.6,7.9,1266,Eco-Friendly
1067,12.0,5.3,586,Eco-Friendly
1068,4.4,2.1,92,Synthetic
1069,5.1,2.4,126,Clay
1070,9.9,4.2,396,Eco-Friendly
1071,5.9,2.9,169,POP
1072,17.2,7.8,1207,Eco-Friendly
1073,25.2,11.6,2598,Eco-Friendly
1074,29.9,13.6,3635,Eco-Friendly
1075,7.2,3.0,249,Clay
1076,17.7,7.9,1506,POP
1077,7.0,3.3,202,Eco-Friendly
1078,4.8,2.3,112,Synthetic
1079,5.9,2.4,165,Synthetic
1080,5.4,2.7,138,POP
1081,15.1,6.7,928,Eco-Friendly
1082,6.2,3.0,153,Eco-Friendly
1083,24.7,11.1,2922,Clay
1084,39.1,17.4,6228,Eco-Friendly
1085,38.9,17.3,7278,POP
1086,19.0,8.4,1471,Eco-Friendly
1087,34.6,15.7,5760,Synthetic
1088,12.4,5.7,738,POP
1089,18.3,8.4,1360,Eco-Friendly
1090,17.4,7.7,1457,Synthetic
1091,54.2,24.2,11997,Eco-Friendly
1092,14.1,6.4,948,POP
1093,6.7,2.9,212,POP
1094,25.1,11.4,3026,POP
1095,36.3,16.2,6309,Clay
1096,6.3,3.0,192,POP
1097,14.0,6.3,804,Eco-Friendly
1098,6.9,3.3,194,Eco-Friendly
1099,7.9,3.6,253,Eco-Friendly
1100,5.2,2.2,110,Eco-Friendly
1101,14.8,6.5,895,Eco-Friendly
1102,24.4,10.9,2857,Synthetic
1103,4.2,1.9,72,Eco-Friendly
1104,4.4,2.1,78,Eco-Friendly
1105,15.8,6.8,1017,Eco-Friendly
1106,12.2,5.5,611,Eco-Friendly
1107,4.4,2.1,94,Clay
1108,32.2,14.4,4962,POP
1109,11.4,5.4,531,Eco-Friendly
1110,31.8,14.2,4851,Synthetic
1111,5.3,2.7,134,POP
1112,8.4,3.8,286,Eco-Friendly
1113,5.4,2.2,119,Eco-Friendly
1114,11.3,5.2,521,Eco-Friendly
1115,38.6,17.1,7168,POP
1116,20.7,9.4,2057,Synthetic
1117,31.2,14.2,4687,POP
1118,39.3,17.5,7427,POP
1119,39.7,18.1,7550,Clay
1120,9.9,4.2,399,Eco-Friendly
1121,8.9,4.2,383,POP
1122,18.5,8.3,1637,POP
1123,32.7,14.9,4364,Eco-Friendly
1124,20.0,8.9,1638,Eco-Friendly
1125,32.7,14.9,4360,Eco-Friendly
1126,16.4,7.4,1290,POP
1127,34.9,15.6,4969,Eco-Friendly
1128,7.5,3.2,267,Synthetic
1129,6.1,2.8,176,POP
1130,16.2,7.1,1069,Eco-Friendly
1131,10.5,4.6,526,Clay
1132,39.1,17.6,7336,POP
1133,14.9,6.5,1063,POP
1134,10.7,4.8,464,Eco-Friendly
1135,22.4,9.9,2407,POP
1136,31.3,14.0,4690,Synthetic
1137,8.5,3.8,293,Eco-Friendly
1138,16.3,7.2,1077,Eco-Friendly
1139,13.1,5.6,818,Clay
1140,7.9,3.8,300,POP
1141,26.7,12.0,3414,POP
1142,18.6,8.5,1411,Eco-Friendly
1143,8.0,3.8,259,Eco-Friendly
1144,36.5,16.3,6392,POP
1145,14.9,6.9,1063,POP
1146,34.9,15.8,5858,Synthetic
1147,11.0,5.0,494,Eco-Friendly
1148,6.9,2.9,227,Clay
1149,25.8,11.4,3187,Clay
1150,4.5,2.1,82,Eco-Friendly
1151,7.7,3.7,285,POP
1152,10.1,4.8,490,POP
1153,7.3,3.3,258,POP
1154,28.8,13.1,3377,Eco-Friendly
1155,29.4,13.3,3524,Eco-Friendly
1156,4.9,2.0,114,Clay
1157,11.7,5.2,557,Eco-Friendly
1158,26.9,12.3,3482,POP
1159,47.7,21.3,9292,Eco-Friendly
1160,24.7,11.1,2927,Clay
1161,9.9,4.6,401,Eco-Friendly
1162,12.2,5.6,716,Synthetic
1163,7.3,3.6,258,Synthetic
1164,6.7,3.3,217,Clay
1165,14.9,6.9,1062,Clay
1166,15.6,7.1,1174,POP
1167,32.0,14.7,4926,POP
1168,7.7,3.4,286,Synthetic
1169,10.5,4.8,527,POP
1170,4.2,1.8,85,POP
1171,34.0,15.5,5537,POP
1172,19.9,9.2,1908,POP
1173,10.9,5.1,575,POP
1174,4.4,2.2,93,POP
1175,6.4,3.0,198,Clay
1176,7.0,3.2,200,Eco-Friendly
1177,10.8,5.1,476,Eco-Friendly
1178,15.5,7.0,1151,POP
1179,17.8,8.3,1527,Synthetic
1180,12.4,5.6,735,POP
1181,12.8,5.6,789,POP
1182,12.3,5.3,730,Clay
1183,12.1,5.5,697,POP
1184,23.1,10.5,2559,Clay
1185,6.6,2.8,206,Synthetic
1186,17.1,7.9,1403,POP
1187,19.9,9.2,1622,Eco-Friendly
1188,14.8,6.5,897,Eco-Friendly
1189,17.3,7.6,1441,POP
1190,5.2,2.3,131,Clay
1191,14.9,6.9,903,Eco-Friendly
1192,17.6,8.1,1262,Eco-Friendly
1193,7.6,3.2,279,Synthetic
1194,12.7,5.6,661,Eco-Friendly
1195,10.3,4.7,514,Clay
1196,9.0,3.8,387,POP
1197,20.4,9.0,1705,Eco-Friendly
1198,6.6,3.0,210,POP
1199,4.1,1.6,67,Eco-Friendly
1200,33.5,15.3,5400,Synthetic
1201,40.2,18.1,7759,POP
1202,17.4,8.0,1240,Eco-Friendly
1203,7.3,3.2,253,Clay
1204,29.7,13.5,4221,Synthetic
1205,68.6,30.7,22578,POP
1206,42.8,19.3,8794,POP
1207,22.9,10.4,2142,Eco-Friendly
1208,37.3,16.9,6694,Clay
1209,15.5,7.0,1147,Synthetic
1210,15.0,6.6,917,Eco-Friendly
1211,4.9,2.0,117,POP
1212,14.8,7.0,898,Eco-Friendly
1213,29.1,13.3,3448,Eco-Friendly
1214,69.4,31.3,23146,Clay
1215,27.1,11.9,2988,Eco-Friendly
1216,35.9,16.3,5261,Eco-Friendly
1217,8.4,3.9,342,Synthetic
1218,12.5,5.3,633,Eco-Friendly
1219,4.1,1.9,82,POP
1220,14.2,6.6,972,POP
1221,19.2,8.4,1499,Eco-Friendly
1222,17.8,8.0,1287,Eco-Friendly
1223,6.0,2.5,174,Synthetic
1224,12.7,5.6,652,Eco-Friendly
1225,34.7,15.6,5767,Clay
1226,7.0,2.9,234,POP
1227,64.4,29.0,16917,Eco-Friendly
1228,15.7,7.1,1182,Clay
1229,12.7,5.7,772,Clay
1230,10.5,5.0,530,Clay
1231,23.7,10.9,2289,Eco-Friendly
1232,11.4,5.0,628,Clay
1233,18.4,8.5,1616,Clay
1234,14.3,6.4,833,Eco-Friendly
1235,19.5,8.9,1546,Eco-Friendly
1236,14.0,6.5,937,Synthetic
1237,36.7,16.4,6451,Clay
1238,10.1,4.8,494,Synthetic
1239,36.7,16.6,6448,POP
1240,11.6,4.9,641,Clay
1241,36.0,16.3,5284,Eco-Friendly
1242,25.6,11.4,3151,Synthetic
1243,14.8,6.5,888,Eco-Friendly
1244,7.4,3.3,265,Synthetic
1245,15.3,6.7,1125,POP
1246,4.5,1.8,98,POP
1247,13.4,6.0,862,POP
1248,40.6,18.5,6737,Eco-Friendly
1249,4.6,2.3,85,Eco-Friendly
1250,20.4,9.2,1992,POP
1251,11.8,5.3,563,Eco-Friendly
1252,35.0,15.9,4994,Eco-Friendly
1253,6.9,3.3,225,POP
1254,22.7,10.2,2092,Eco-Friendly
1255,7.4,3.2,265,POP
1256,20.2,8.8,1955,POP
1257,8.8,4.0,374,Synthetic
1258,13.3,5.8,845,Clay
1259,17.6,7.8,1263,Eco-Friendly
1260,8.6,3.7,357,POP
1261,6.5,3.2,200,Synthetic
1262,34.6,15.4,5742,POP
1263,14.1,6.4,806,Eco-Friendly
1264,8.8,3.9,373,POP
1265,7.3,3.5,252,Clay
1266,6.3,3.0,163,Eco-Friendly
1267,15.6,7.0,1161,Clay
1268,24.1,10.9,2784,Clay
1269,9.7,4.6,381,Eco-Friendly
1270,11.1,4.8,594,POP
1271,5.4,2.4,141,Synthetic
1272,32.5,14.5,5058,POP
1273,30.5,13.9,3788,Eco-Friendly
1274,14.4,6.5,998,Clay
1275,7.5,3.3,269,POP
1276,8.9,3.8,379,Clay
1277,39.2,17.9,6255,Eco-Friendly
1278,8.9,4.2,379,Clay
1279,17.7,8.0,1270,Eco-Friendly
1280,10.7,5.0,547,POP
1281,26.7,12.1,3428,POP
1282,11.8,5.0,565,Eco-Friendly
1283,22.0,9.7,2321,POP
1284,5.4,2.2,142,POP
1285,55.4,24.9,14714,POP
1286,6.7,2.8,214,POP
1287,7.0,3.3,198,Eco-Friendly
1288,24.2,10.6,2818,POP
1289,32.3,14.5,5018,Synthetic
1290,5.2,2.3,110,Eco-Friendly
1291,11.6,5.2,644,Clay
1292,5.3,2.4,113,Eco-Friendly
1293,10.7,4.7,469,Eco-Friendly
1294,16.4,7.1,1284,POP
1295,8.0,3.3,307,POP
1296,37.6,16.8,5777,Eco-Friendly
1297,38.4,17.3,6018,Eco-Friendly
1298,5.0,2.2,121,Clay
1299,7.6,3.5,232,Eco-Friendly
1300,64.1,28.6,16761,Eco-Friendly
1301,22.8,10.2,2496,Clay
1302,25.7,11.4,3172,Synthetic
1303,10.7,4.9,552,Synthetic
1304,7.4,3.4,260,POP
1305,21.7,9.6,1913,Eco-Friendly
1306,13.3,6.0,720,Eco-Friendly
1307,8.6,3.9,358,POP
1308,4.1,1.8,79,Clay
1309,13.9,6.1,782,Eco-Friendly
1310,7.9,3.8,299,Clay
1311,50.2,22.8,12109,Synthetic
1312,26.0,11.7,3240,Clay
1313,6.5,3.0,202,POP
1314,11.9,5.5,684,POP
1315,44.2,19.7,9398,Clay
1316,16.4,7.3,1295,Synthetic
1317,6.8,2.9,221,POP
1318,20.5,9.3,1721,Eco-Friendly
1319,10.6,4.7,542,Clay
1320,32.3,14.7,4244,Eco-Friendly
1321,6.9,3.1,228,POP
1322,22.1,9.9,1988,Eco-Friendly
1323,4.8,2.4,109,Clay
1324,9.7,4.6,380,Eco-Friendly
1325,17.4,8.0,1239,Eco-Friendly
1326,7.6,3.5,235,Eco-Friendly
1327,19.2,8.4,1500,Eco-Friendly
1328,5.1,2.6,104,Eco-Friendly
1329,43.0,19.6,8883,Clay
1330,10.2,4.4,497,POP
1331,19.7,8.8,1862,Clay
1332,11.5,5.4,637,POP
1333,38.7,17.2,6104,Eco-Friendly
1334,7.8,3.2,247,Eco-Friendly
1335,8.2,3.5,322,Clay
1336,24.9,11.1,2980,POP
1337,52.4,23.7,13184,Synthetic
1338,10.3,4.6,509,POP
1339,4.8,2.4,94,Eco-Friendly
1340,8.2,3.6,272,Eco-Friendly
1341,30.9,13.7,4595,Clay
1342,6.9,3.3,196,Eco-Friendly
1343,5.0,2.2,103,Eco-Friendly
1344,9.9,4.5,468,POP
1345,32.7,14.9,5141,Clay
1346,24.5,11.3,2891,POP
1347,12.6,5.5,646,Eco-Friendly
1348,19.8,8.7,1889,Clay
1349,15.9,6.9,1220,Clay
1350,12.3,5.5,617,Eco-Friendly
1351,6.8,3.3,219,Synthetic
1352,8.4,3.8,286,Eco-Friendly
1353,6.9,2.9,228,Clay
1354,22.1,10.2,2352,Clay
1355,8.9,4.1,379,Clay
1356,7.9,3.3,253,Eco-Friendly
1357,17.8,7.7,1515,POP
1358,7.9,3.3,251,Eco-Friendly
1359,6.1,3.0,178,POP
1360,4.1,2.0,69,Eco-Friendly
1361,21.8,9.6,2287,POP
1362,8.6,4.1,357,POP
1363,7.9,3.4,255,Eco-Friendly
1364,7.8,3.6,294,Synthetic
1365,29.1,13.3,4074,Clay
1366,40.3,17.9,6617,Eco-Friendly
1367,25.9,11.8,3224,POP
1368,14.8,6.5,1047,Clay
1369,6.7,2.9,214,POP
1370,11.7,5.3,553,Eco-Friendly
1371,48.6,21.9,9619,Eco-Friendly
1372,17.4,7.7,1235,Eco-Friendly
1373,4.8,2.3,91,Eco-Friendly
1374,31.3,14.1,3997,Eco-Friendly
1375,6.5,3.2,205,POP
1376,5.5,2.5,144,POP
1377,14.1,6.4,956,Clay
1378,15.5,6.8,1151,POP
1379,12.9,5.9,794,Clay
1380,8.2,3.9,323,Synthetic
1381,39.2,17.5,7363,Clay
1382,4.5,2.1,97,Synthetic
1383,15.9,7.2,1026,Eco-Friendly
1384,13.1,5.7,699,Eco-Friendly
1385,20.2,9.2,1967,POP
1386,16.7,7.7,1341,POP
1387,5.8,2.8,158,Clay
1388,34.6,15.5,5743,Synthetic
1389,17.3,7.8,1431,POP
1390,19.1,8.8,1752,POP
1391,8.6,4.1,302,Eco-Friendly
1392,20.9,9.4,1773,Eco-Friendly
1393,34.3,15.4,4801,Eco-Friendly
1394,42.2,19.2,7260,Eco-Friendly
1395,30.2,13.8,3717,Eco-Friendly
1396,33.6,15.2,5409,Clay
1397,6.1,2.8,152,Eco-Friendly
1398,32.9,14.8,4427,Eco-Friendly
1399,15.7,7.3,1008,Eco-Friendly
1400,10.0,4.5,478,POP
1401,13.7,6.0,895,Clay
1402,10.8,5.1,564,POP
1403,34.9,16.0,4975,Eco-Friendly
1404,4.9,2.0,96,Eco-Friendly
1405,19.4,8.6,1531,Eco-Friendly
1406,23.9,10.9,2328,Eco-Friendly
1407,10.4,4.4,515,Synthetic
1408,17.2,8.0,1211,Eco-Friendly
1409,22.1,9.7,2341,POP
1410,22.6,10.4,2460,POP
1411,14.2,6.3,964,POP
1412,4.5,2.0,95,Clay
1413,40.9,18.5,8037,Synthetic
1414,21.0,9.5,1796,Eco-Friendly
1415,7.6,3.7,236,Eco-Friendly
1416,10.0,4.5,481,POP
1417,5.7,2.4,157,POP
1418,6.4,2.6,193,Clay
1419,10.2,4.7,500,POP
1420,7.4,3.4,266,Clay
1421,5.6,2.4,150,Clay
1422,10.2,4.3,498,Clay
1423,13.5,6.3,877,Synthetic
1424,10.2,4.8,425,Eco-Friendly
1425,11.6,4.9,641,Clay
1426,5.9,2.7,168,Synthetic
1427,4.9,2.0,116,Clay
1428,5.6,2.8,128,Eco-Friendly
1429,14.5,6.5,862,Eco-Friendly
1430,16.6,7.7,1321,Synthetic
1431,15.9,7.4,1025,Eco-Friendly
1432,11.6,5.1,640,POP
1433,13.5,5.8,739,Eco-Friendly
1434,6.5,2.9,172,Eco-Friendly
1435,8.5,3.9,297,Eco-Friendly
1436,5.2,2.1,111,Eco-Friendly
1437,5.4,2.6,137,Clay
1438,12.9,5.5,681,Eco-Friendly
1439,32.0,14.7,4909,Synthetic
1440,27.2,12.3,3561,Clay
1441,23.3,10.7,2616,Clay
1442,4.0,1.7,77,Clay
1443,21.3,9.7,2175,POP
1444,37.0,16.9,6581,Clay
1445,8.4,4.0,339,POP
1446,10.7,5.0,544,POP
1447,66.0,29.5,20896,POP
1448,8.3,3.7,328,POP
1449,14.0,6.4,945,Clay
1450,21.2,9.6,1839,Eco-Friendly
1451,37.2,17.0,6635,POP
1452,10.0,4.7,410,Eco-Friendly
1453,36.3,16.3,6321,Clay
1454,7.6,3.5,273,Clay
1455,11.6,5.1,641,Synthetic
1456,5.2,2.1,129,POP
1457,19.7,8.7,1864,POP
1458,37.7,16.9,5813,Eco-Friendly
1459,13.4,5.8,731,Eco-Friendly
1460,5.4,2.3,140,Clay
1461,11.3,4.9,520,Eco-Friendly
1462,28.6,12.6,3925,Synthetic
1463,19.6,8.9,1835,POP
1464,40.8,18.5,6784,Eco-Friendly
1465,23.4,10.3,2619,POP
1466,9.2,4.2,403,POP
1467,7.6,3.2,277,POP
1468,10.2,4.8,496,POP
1469,51.5,23.0,12732,POP
1470,12.1,5.4,703,POP
1471,9.1,4.3,335,Eco-Friendly
1472,34.7,15.4,5776,Synthetic
1473,7.1,3.4,207,Eco-Friendly
1474,10.1,4.5,417,Eco-Friendly
1475,11.2,5.1,600,Clay
1476,55.6,25.1,14842,POP
1477,10.4,4.6,437,Eco-Friendly
1478,30.5,13.7,4458,POP
1479,16.8,7.6,1358,POP
1480,10.3,4.8,514,Clay
1481,4.1,1.9,79,POP
1482,24.9,11.2,2987,POP
1483,10.5,4.8,528,POP
1484,17.8,8.3,1286,Eco-Friendly
1485,6.5,2.8,169,Eco-Friendly
1486,32.9,15.1,5202,POP
1487,19.1,8.4,1747,Clay
1488,18.3,7.9,1602,POP
1489,6.0,2.9,170,Clay
1490,5.9,2.5,167,POP
1491,20.3,9.3,1676,Eco-Friendly
1492,6.5,3.0,172,Eco-Friendly
1493,32.1,14.5,4197,Eco-Friendly
1494,14.2,6.4,827,Eco-Friendly
1495,17.4,7.7,1452,POP
1496,20.2,9.1,1661,Eco-Friendly
1497,8.5,4.0,346,Clay
1498,6.5,2.7,202,POP
1499,23.2,10.3,2578,POP
1500,44.8,20.3,8185,Eco-Friendly
